id	name	file	license	author	source_url
910	лисички	Cantharellus cibarius 2009 G4.jpg	Public domain	George Chernilevsky	https://commons.wikimedia.org/wiki/File:Cantharellus_cibarius_2009_G4.jpg
1574	личи	Lychee fruits and seed.jpg	CC BY-SA 4.0	Ivar Leidus	https://commons.wikimedia.org/wiki/File:Lychee_fruits_and_seed.jpg
1577	лонганы	Longan fruit flesh & skin.jpg	CC BY-SA 4.0	Zenyrgarden	https://commons.wikimedia.org/wiki/File:Longan_fruit_flesh_%26_skin.jpg
sk-419	лосось	Grilled plated salmon fillet (cropped).jpg	CC0	DanaTentis	https://commons.wikimedia.org/wiki/File:Grilled_plated_salmon_fillet_(cropped).jpg
custom-58	лук красный	Red Onion on White.JPG	CC BY-SA 3.0	Colin	https://commons.wikimedia.org/wiki/File:Red_Onion_on_White.JPG
2488	лук репчатый	Allium cepa 5zz.jpg	CC BY-SA 4.0	Photo by David J. Stang	https://commons.wikimedia.org/wiki/File:Allium_cepa_5zz.jpg
sk-741	лук-порей	Fleur de poireau de près.jpg	CC BY-SA 4.0	WikiLucas00	https://commons.wikimedia.org/wiki/File:Fleur_de_poireau_de_pr%C3%A8s.jpg
3815	лук-порошок	Onion Powder, Penzeys Spices, Arlington Heights MA.jpg	CC BY-SA 3.0	John Phelan	https://commons.wikimedia.org/wiki/File:Onion_Powder,_Penzeys_Spices,_Arlington_Heights_MA.jpg
2987	лук-шалот	Shallots.jpg	CC BY-SA 3.0	—	https://commons.wikimedia.org/wiki/File:Shallots.jpg
7959	люциан	Gulai Kapalo Lauak.jpg	CC BY-SA 4.0	Onyaso	https://commons.wikimedia.org/wiki/File:Gulai_Kapalo_Lauak.jpg
sk-548	майонез	Mayonnaise (1).jpg	CC BY 2.0	jules	https://commons.wikimedia.org/wiki/File:Mayonnaise_(1).jpg
3416	майоран	Marjoram in a plastic bin.jpg	CC0	Jeffery Martin	https://commons.wikimedia.org/wiki/File:Marjoram_in_a_plastic_bin.jpg
sk-697	мак	Poppy seeds.jpg	Public domain	Odedr	https://commons.wikimedia.org/wiki/File:Poppy_seeds.jpg
2666	макадамия	Macadamia nuts.jpg	CC0	စာကလေး SarKaLay	https://commons.wikimedia.org/wiki/File:Macadamia_nuts.jpg
sk-561	макароны	(Pasta) by David Adam Kess (pic.2).jpg	CC BY-SA 4.0	David Adam Kess	https://commons.wikimedia.org/wiki/File:(Pasta)_by_David_Adam_Kess_(pic.2).jpg
sk-903	малина	Raspberry - halved (Rubus idaeus).jpg	CC BY-SA 4.0	Ivar Leidus	https://commons.wikimedia.org/wiki/File:Raspberry_-_halved_(Rubus_idaeus).jpg
2398	манго	Mangos - single and halved.jpg	CC BY-SA 4.0	Ivar Leidus	https://commons.wikimedia.org/wiki/File:Mangos_-_single_and_halved.jpg
sk-896	мандарин	Mandarin Oranges (Citrus Reticulata).jpg	CC BY-SA 3.0	Joe Ravi	https://commons.wikimedia.org/wiki/File:Mandarin_Oranges_(Citrus_Reticulata).jpg
sk-614	манка	Sa semolina far.jpg	CC BY-SA 3.0	Sanjay ach	https://commons.wikimedia.org/wiki/File:Sa_semolina_far.jpg
1596	маракуйя	Passiflora Edulis Open Fruit2.jpg	CC BY 3.0	Alexander Klink	https://commons.wikimedia.org/wiki/File:Passiflora_Edulis_Open_Fruit2.jpg
6061	масло авокадо	HK WC 灣仔 Wan Chai 太和街 20 Tai Wo Street 福和大廈 Fook Wo Building shop Concept 品穀 Big Grains November 2021 SS2 16.jpg	CC BY-SA 4.0	Linm KWOU Zhsuwomg	https://commons.wikimedia.org/wiki/File:HK_WC_%E7%81%A3%E4%BB%94_Wan_Chai_%E5%A4%AA%E5%92%8C%E8%A1%97_20_Tai_Wo_Street_%E7%A6%8F%E5%92%8C%E5%A4%A7%E5%BB%88_Fook_Wo_Building_shop_Concept_%E5%93%81%E7%A9%80_Big_Grains_November_2021_SS2_16.jpg
sk-522	масло арахисовое	Peanut butter glass.jpg	CC BY 4.0	Shisma	https://commons.wikimedia.org/wiki/File:Peanut_butter_glass.jpg
sk-523	масло горчичное	Mustard Oil MoteNyinSei.jpg	CC BY-SA 4.0	SarKaLay စာကလေး	https://commons.wikimedia.org/wiki/File:Mustard_Oil_MoteNyinSei.jpg
sk-524	масло какао	Cocoa butter p1410148.JPG	CC BY-SA 3.0	David Monniaux	https://commons.wikimedia.org/wiki/File:Cocoa_butter_p1410148.JPG
4824	масло канола	Great value canola oil in a bottle.JPG	CC BY-SA 4.0	Philipp Michel Reichold	https://commons.wikimedia.org/wiki/File:Great_value_canola_oil_in_a_bottle.JPG
sk-527	масло кокосовое	Coconut oil 2.jpg	CC BY-SA 4.0	Tiia Monto	https://commons.wikimedia.org/wiki/File:Coconut_oil_2.jpg
sk-529	масло кукурузное	Corn oil (mais).jpg	CC BY-SA 3.0	Basilicofresco	https://commons.wikimedia.org/wiki/File:Corn_oil_(mais).jpg
sk-531	масло льняное	2023 Olej lniany LenVitol.jpg	CC BY-SA 4.0	Jacek Halicki	https://commons.wikimedia.org/wiki/File:2023_Olej_lniany_LenVitol.jpg
sk-532	масло оливковое	Olive oil factory – IMG 20241111 163515 2.jpg	CC BY-SA 4.0	Kızıl	https://commons.wikimedia.org/wiki/File:Olive_oil_factory_%E2%80%93_IMG_20241111_163515_2.jpg
sk-534	масло подсолнечное	Sunflower oil and sunflower.jpg	CC BY 4.0	torange.biz	https://commons.wikimedia.org/wiki/File:Sunflower_oil_and_sunflower.jpg
sk-510	масло сливочное	2023 Masło w maselniczce.jpg	CC BY-SA 4.0	Jacek Halicki	https://commons.wikimedia.org/wiki/File:2023_Mas%C5%82o_w_maselniczce.jpg
sk-536	масло соевое	שמן סויה.jpg	CC BY-SA 4.0	המבורגר1987	https://commons.wikimedia.org/wiki/File:%D7%A9%D7%9E%D7%9F_%D7%A1%D7%95%D7%99%D7%94.jpg
sk-513	масло топлёное	Butterschmalz-3.jpg	CC BY-SA 3.0	Rainer Z ...	https://commons.wikimedia.org/wiki/File:Butterschmalz-3.jpg
custom-55	маш	Mung beans (Vigna radiata).jpg	CC BY-SA 4.0	Ivar Leidus	https://commons.wikimedia.org/wiki/File:Mung_beans_(Vigna_radiata).jpg
sk-502	мидии	Miesmuscheln Mytilus 2.jpg	CC BY-SA 2.0	Benutzer:Darkone , 26. Oktober 2003	https://commons.wikimedia.org/wiki/File:Miesmuscheln_Mytilus_2.jpg
sk-693	миндаль	Almonds - in shell, shell cracked open, shelled, blanched.jpg	CC BY-SA 4.0	Ivar Leidus	https://commons.wikimedia.org/wiki/File:Almonds_-_in_shell,_shell_cracked_open,_shelled,_blanched.jpg
sk-384	минтай	Alaska pollack liver roe milt.jpg	CC BY 4.0	yoyo	https://commons.wikimedia.org/wiki/File:Alaska_pollack_liver_roe_milt.jpg
4930	мисо	Wiener Miso - Bio Habanero Miso-paste PNr°1255.jpg	CC BY-SA 4.0	D-Kuru	https://commons.wikimedia.org/wiki/File:Wiener_Miso_-_Bio_Habanero_Miso-paste_PNr%C2%B01255.jpg
sk-53	молоко	Bowl milk glass.jpg	CC BY-SA 3.0	Manfred Heyde	https://commons.wikimedia.org/wiki/File:Bowl_milk_glass.jpg
7841	молоко миндальное	Home-made almond milk, November 2012.jpg	CC BY 2.0	Amazing Almonds	https://commons.wikimedia.org/wiki/File:Home-made_almond_milk,_November_2012.jpg
sk-25	молоко сгущённое	Cans of Condensed Milk on the store shelf.jpg	CC0	JustKronos	https://commons.wikimedia.org/wiki/File:Cans_of_Condensed_Milk_on_the_store_shelf.jpg
7703	молоко соевое	Hot Coffee meets Soy Milk(2).jpg	CC BY-SA 4.0	Mr.ちゅらさん	https://commons.wikimedia.org/wiki/File:Hot_Coffee_meets_Soy_Milk(2).jpg
sk-773	морковь	Carrots at Ljubljana Central Market.JPG	CC BY 4.0	domdomegg	https://commons.wikimedia.org/wiki/File:Carrots_at_Ljubljana_Central_Market.JPG
sk-115	мороженое	Cuiller à glace.jpg	CC BY-SA 3.0	Clément Bucco-Lechat	https://commons.wikimedia.org/wiki/File:Cuiller_%C3%A0_glace.jpg
sk-916	морошка	Rubus chamaemorus close-up.JPG	Public domain	—	https://commons.wikimedia.org/wiki/File:Rubus_chamaemorus_close-up.JPG
3175	мука гречневая	Buckwheat and products from it 01.jpg	CC BY-SA 4.0	Andrey Korzun	https://commons.wikimedia.org/wiki/File:Buckwheat_and_products_from_it_01.jpg
7863	мука кокосовая	Coconut Tree.JPG	CC BY 3.0	Anoopan at Malayalam Wikipedia	https://commons.wikimedia.org/wiki/File:Coconut_Tree.JPG
sk-673	мука кукурузная	Corn flour for sale.jpg	CC BY-SA 4.0	Tenaciuos Ntaawa	https://commons.wikimedia.org/wiki/File:Corn_flour_for_sale.jpg
7845	мука миндальная	Almond meal by hand.jpg	CC BY-SA 2.0	Yun Huang Yong	https://commons.wikimedia.org/wiki/File:Almond_meal_by_hand.jpg
7846	мука овсяная	Avena sativa L.jpg	CC BY-SA 3.0	Sendelbach ( talk )	https://commons.wikimedia.org/wiki/File:Avena_sativa_L.jpg
sk-584	мука пшеничная	Wheat-flour.jpg	CC BY-SA 4.0	هارون يحيى	https://commons.wikimedia.org/wiki/File:Wheat-flour.jpg
4511	мука пшённая	Ragi millet flour.jpg	CC BY-SA 4.0	Medhi jyoti	https://commons.wikimedia.org/wiki/File:Ragi_millet_flour.jpg
sk-629	мука ржаная	Rye Flour (5811761026).jpg	CC BY-SA 2.0	Veganbaking.net from USA	https://commons.wikimedia.org/wiki/File:Rye_Flour_(5811761026).jpg
custom-10	мускатный орех	Nutmeg ready.jpg	CC BY-SA 4.0	Terrence Coombes	https://commons.wikimedia.org/wiki/File:Nutmeg_ready.jpg
5963	мята	Mint leaves (Mentha spicata).jpg	CC BY-SA 4.0	Commonists	https://commons.wikimedia.org/wiki/File:Mint_leaves_(Mentha_spicata).jpg
2128	мёд	Three French monofloral honey jars.jpg	CC BY 4.0	Hayden Soloviev	https://commons.wikimedia.org/wiki/File:Three_French_monofloral_honey_jars.jpg
sk-387	навага	БСЭ1. Навага.jpg	Public domain	Неизвестен	https://commons.wikimedia.org/wiki/File:%D0%91%D0%A1%D0%AD1._%D0%9D%D0%B0%D0%B2%D0%B0%D0%B3%D0%B0.jpg
2402	нектарин	Nectarine Fruit Development.jpg	CC BY-SA 3.0	jjron	https://commons.wikimedia.org/wiki/File:Nectarine_Fruit_Development.jpg
sk-421	нерка	Oncorhynchus nerka.jpg	Public domain	Timothy Knepp of the Fish and Wildlife Service.	https://commons.wikimedia.org/wiki/File:Oncorhynchus_nerka.jpg
7865	нут	India - Varanasi green peas - 2714.jpg	CC BY-SA 3.0	Jorge Royan	https://commons.wikimedia.org/wiki/File:India_-_Varanasi_green_peas_-_2714.jpg
sk-906	облепиха	Harvesting wolfberries - 2024.jpg	CC0	Fumikas Sagisavas	https://commons.wikimedia.org/wiki/File:Harvesting_wolfberries_-_2024.jpg
sk-638	овсянка	Oatmeal porridge with fruits.jpg	CC BY 4.0	Shisma	https://commons.wikimedia.org/wiki/File:Oatmeal_porridge_with_fruits.jpg
custom-51	овсяные хлопья	Rolled oats.jpg	Public domain	en:user:Hankwang	https://commons.wikimedia.org/wiki/File:Rolled_oats.jpg
7849	овёс	Banana blueberry oatmeal.jpg	CC BY 4.0	Shisma	https://commons.wikimedia.org/wiki/File:Banana_blueberry_oatmeal.jpg
897	огурец	Cucumber in jaffna.JPG	CC BY-SA 3.0	Maathavan	https://commons.wikimedia.org/wiki/File:Cucumber_in_jaffna.JPG
sk-810	огурцы солёные	Polish style pickled cucumbers IMGP0529.jpg	CC BY-SA 3.0	Nikodem Nijaki	https://commons.wikimedia.org/wiki/File:Polish_style_pickled_cucumbers_IMGP0529.jpg
sk-447	окунь морской	Sebastes mentella.jpg	CC BY 4.0	Havforskningsinstituttet	https://commons.wikimedia.org/wiki/File:Sebastes_mentella.jpg
sk-446	окунь речной	Yellow Perch (Perca flavescens).jpg	Public domain	USFWS Mountain Prairie	https://commons.wikimedia.org/wiki/File:Yellow_Perch_(Perca_flavescens).jpg
6343	оленина	Venison Steaks.jpg	CC BY-SA 2.0	FotoosVanRobin from Netherlands	https://commons.wikimedia.org/wiki/File:Venison_Steaks.jpg
sk-698	оливки	Olea europaea 20110419a.jpg	CC BY-SA 4.0	Luis Fernández García	https://commons.wikimedia.org/wiki/File:Olea_europaea_20110419a.jpg
sk-856	опята	Dunkler Hallimasch (Armillaria ostoyae) Bruderwald-20251022-RM-164721.jpg	CC BY-SA 4.0	Reinhold Möller Ermell	https://commons.wikimedia.org/wiki/File:Dunkler_Hallimasch_(Armillaria_ostoyae)_Bruderwald-20251022-RM-164721.jpg
custom-15	орегано	Dried Oregano.JPG	CC BY-SA 4.0	Revital Salomon	https://commons.wikimedia.org/wiki/File:Dried_Oregano.JPG
6706	осьминог	Octopus2.jpg	CC BY-SA 3.0	albert kok	https://commons.wikimedia.org/wiki/File:Octopus2.jpg
sk-442	осётр	White Sturgeon 2510.jpg	CC BY-SA 4.0	Chris Light	https://commons.wikimedia.org/wiki/File:White_Sturgeon_2510.jpg
1360	отруби овсяные	Applesauce oat bran muffins (42274838985).jpg	CC BY 2.0	Joey Doll	https://commons.wikimedia.org/wiki/File:Applesauce_oat_bran_muffins_(42274838985).jpg
sk-1097	отруби пшеничные	WheatBran.jpg	CC BY-SA 2.5	No machine-readable author provided. Alistair1978 assumed (based on copyright claims).	https://commons.wikimedia.org/wiki/File:WheatBran.jpg
2201	отруби рисовые	Rice Bran Oil.jpeg	CC0	Dennis Sylvester Hurd	https://commons.wikimedia.org/wiki/File:Rice_Bran_Oil.jpeg
sk-342	охотничьи колбаски	French sausages in a french restaurant siem reap.jpg	CC BY-SA 4.0	FoodHunter	https://commons.wikimedia.org/wiki/File:French_sausages_in_a_french_restaurant_siem_reap.jpg
3812	пажитник	Washed fenugreek leaves for cooking methi-chadachadi.jpg	CC BY-SA 4.0	Subhashish Panigrahi	https://commons.wikimedia.org/wiki/File:Washed_fenugreek_leaves_for_cooking_methi-chadachadi.jpg
sk-408	палтус	Hippoglossus-hippoglossus-idlm2005.jpg	CC BY-SA 3.0	Matthieu Godbout	https://commons.wikimedia.org/wiki/File:Hippoglossus-hippoglossus-idlm2005.jpg
2414	папайя	Papaya - longitudinal section close-up view.jpg	CC BY-SA 4.0	Ivar Leidus	https://commons.wikimedia.org/wiki/File:Papaya_-_longitudinal_section_close-up_view.jpg
custom-6	паприка	Aleva paprika.jpg	CC BY-SA 4.0	Ljiljana Sundać	https://commons.wikimedia.org/wiki/File:Aleva_paprika.jpg
2905	пастернак	Pastinaca sativa Blüten.jpg	CC BY-SA 2.5	Darkone ( talk · contribs )	https://commons.wikimedia.org/wiki/File:Pastinaca_sativa_Bl%C3%BCten.jpg
sk-947	пастила	Hustenbonbon.JPG	CC BY-SA 3.0	Thogru	https://commons.wikimedia.org/wiki/File:Hustenbonbon.JPG
1308	патока	Blackstrapmolasses.JPG	CC BY 3.0	Badagnani	https://commons.wikimedia.org/wiki/File:Blackstrapmolasses.JPG
5416	паштет куриный	Pate of Chicken Liver.jpg	CC BY-SA 3.0	Tzahy Lerner	https://commons.wikimedia.org/wiki/File:Pate_of_Chicken_Liver.jpg
2670	пекан	2 pecan nut halves.jpg	CC BY-SA 3.0	—	https://commons.wikimedia.org/wiki/File:2_pecan_nut_halves.jpg
7063	пепперони	Lamb pepperoni cropped.jpg	CC BY-SA 4.0	Chiring chandan	https://commons.wikimedia.org/wiki/File:Lamb_pepperoni_cropped.jpg
3421	перец белый	White Peppercorns.jpg	CC0	Misterneedlemouse	https://commons.wikimedia.org/wiki/File:White_Peppercorns.jpg
7843	перец болгарский	Baby Bell pepper Capsicum annuum 3.jpg	CC BY-SA 3.0	W.Rebel	https://commons.wikimedia.org/wiki/File:Baby_Bell_pepper_Capsicum_annuum_3.jpg
3803	перец душистый	Allspice Berries (2426054523).jpg	CC BY 2.0	Ryan Snyder	https://commons.wikimedia.org/wiki/File:Allspice_Berries_(2426054523).jpg
2594	перец острый	Red Hot Chili Peppers Bologna 2016.jpg	CC BY-SA 4.0	Roberto Gianardi	https://commons.wikimedia.org/wiki/File:Red_Hot_Chili_Peppers_Bologna_2016.jpg
custom-61	перец чили	Man turns drying chili peppers, Turkey.jpg	CC BY-SA 4.0	Rotadefterim	https://commons.wikimedia.org/wiki/File:Man_turns_drying_chili_peppers,_Turkey.jpg
custom-1	перец чёрный	Black peppercorns gn.jpg	CC BY-SA 4.0	Gnangcomapp	https://commons.wikimedia.org/wiki/File:Black_peppercorns_gn.jpg
sk-659	перловка	UzRice pearl barley (perlovaya krupa) packaging.jpg	CC BY-SA 4.0	Uzunnun	https://commons.wikimedia.org/wiki/File:UzRice_pearl_barley_(perlovaya_krupa)_packaging.jpg
sk-867	персик	PrunusPersica4.jpg	CC BY-SA 3.0	Fanghong	https://commons.wikimedia.org/wiki/File:PrunusPersica4.jpg
sk-702	петрушка	Petroselinum crispum brote.jpg	CC BY-SA 4.0	Maurocatanese86	https://commons.wikimedia.org/wiki/File:Petroselinum_crispum_brote.jpg
1939	печень говяжья	Raw veal liver, 2010.jpg	CC BY 2.0	Javier Lastras	https://commons.wikimedia.org/wiki/File:Raw_veal_liver,_2010.jpg
4903	печень гусиная	Foie gras IMGP2356.jpg	CC BY-SA 3.0	Nikodem Nijaki	https://commons.wikimedia.org/wiki/File:Foie_gras_IMGP2356.jpg
sk-202	печень свиная	Pork liver 31.jpg	CC BY-SA 4.0	SwarmCheng	https://commons.wikimedia.org/wiki/File:Pork_liver_31.jpg
sk-482	печень трески	Russian Cod liver in an opened can.jpg	CC BY-SA 3.0	A.Savin	https://commons.wikimedia.org/wiki/File:Russian_Cod_liver_in_an_opened_can.jpg
sk-1076	пиво	Von Trapp beer glass with beer 2021 001.jpg	CC BY-SA 4.0	Adam S. Keck	https://commons.wikimedia.org/wiki/File:Von_Trapp_beer_glass_with_beer_2021_001.jpg
custom-65	пикша	Haddock, corn, and asparagus - Massachusetts.jpg	CC0	Daderot	https://commons.wikimedia.org/wiki/File:Haddock,_corn,_and_asparagus_-_Massachusetts.jpg
1618	плантаны	An entire cluster of plantains.jpg	CC BY-SA 3.0	Thamizhpparithi Maari	https://commons.wikimedia.org/wiki/File:An_entire_cluster_of_plantains.jpg
sk-857	подберёзовики	Spinus-orange-birch-bolete-2014-10-n014756-w.jpg	CC BY-SA 3.0	Spinus Nature Photography ( Spinusnet )	https://commons.wikimedia.org/wiki/File:Spinus-orange-birch-bolete-2014-10-n014756-w.jpg
sk-858	подосиновики	Labeled as Aspen Bolete. Leccinum aurantiacum. (a16dc0de8c6e41ef800a2dd06773d5cb).JPG	Public domain	Steve Redman ( MORA )	https://commons.wikimedia.org/wiki/File:Labeled_as_Aspen_Bolete._Leccinum_aurantiacum._(a16dc0de8c6e41ef800a2dd06773d5cb).JPG
custom-53	полба	Kifli made with spelt flour (Serbian cuisine).jpg	CC BY-SA 4.0	Petar Milošević	https://commons.wikimedia.org/wiki/File:Kifli_made_with_spelt_flour_(Serbian_cuisine).jpg
sk-821	помидор	Turkish egg dish Menemen.jpg	CC BY-SA 4.0	E4024	https://commons.wikimedia.org/wiki/File:Turkish_egg_dish_Menemen.jpg
sk-198	почки говяжьи	BeefKidney-nyrky.jpg	CC BY-SA 3.0	Kagor	https://commons.wikimedia.org/wiki/File:BeefKidney-nyrky.jpg
sk-203	почки свиные	Wok-Fried Pork Kidney.jpg	CC BY-SA 4.0	Zheng Zhou	https://commons.wikimedia.org/wiki/File:Wok-Fried_Pork_Kidney.jpg
2190	просо	Drying millet grains in Uganda 01.jpg	CC BY-SA 4.0	Coleb100	https://commons.wikimedia.org/wiki/File:Drying_millet_grains_in_Uganda_01.jpg
sk-15	простокваша	Snails and curdled milk 74 Sunbury St Geebung L1090220.jpg	CC0	John Robert McPherson	https://commons.wikimedia.org/wiki/File:Snails_and_curdled_milk_74_Sunbury_St_Geebung_L1090220.jpg
custom-52	пшеница	Grinding wheat ears into grains.jpg	CC BY-SA 4.0	Ahmed Flex777	https://commons.wikimedia.org/wiki/File:Grinding_wheat_ears_into_grains.jpg
sk-666	пшено	Millet groats 11.jpg	CC BY-SA 4.0	BogTar201213	https://commons.wikimedia.org/wiki/File:Millet_groats_11.jpg
custom-22	разрыхлитель	Backpulver RZ.jpg	CC BY-SA 3.0	Rainer Z ...	https://commons.wikimedia.org/wiki/File:Backpulver_RZ.jpg
sk-497	раки речные	Selling crayfish 06.jpg	CC BY-SA 4.0	Ogalihillary	https://commons.wikimedia.org/wiki/File:Selling_crayfish_06.jpg
sk-703	ревень	Rheum rhabarbarum.2006-04-27.uellue.jpg	CC BY-SA 3.0	Dieter Weber ( User:Uellue )	https://commons.wikimedia.org/wiki/File:Rheum_rhabarbarum.2006-04-27.uellue.jpg
sk-796	редис	Radish 3371103037 4ab07db0bf o.jpg	CC BY-SA 3.0	Self, en:User:Jengod	https://commons.wikimedia.org/wiki/File:Radish_3371103037_4ab07db0bf_o.jpg
sk-804	редька	Daikon.Japan.jpg	CC BY-SA 3.0	Chris 73	https://commons.wikimedia.org/wiki/File:Daikon.Japan.jpg
sk-800	репа	White turnip 2017 B7.jpg	CC0	Fructibus	https://commons.wikimedia.org/wiki/File:White_turnip_2017_B7.jpg
1372	ржаное зерно	Rye grains.JPG	CC BY-SA 3.0	Agronom	https://commons.wikimedia.org/wiki/File:Rye_grains.JPG
sk-644	рис	White rice on a brown table.jpg	CC0	ImageParty	https://commons.wikimedia.org/wiki/File:White_rice_on_a_brown_table.jpg
5961	розмарин	Salvia rosmarinus 5Dsr 0083.jpg	CC BY-SA 4.0	SAplants	https://commons.wikimedia.org/wiki/File:Salvia_rosmarinus_5Dsr_0083.jpg
1875	руккола	Eruca sativa 1 IP0206101.jpg	Public domain	Leo Michels	https://commons.wikimedia.org/wiki/File:Eruca_sativa_1_IP0206101.jpg
sk-878	рябина	Sorbus aucuparia 2022 G1.jpg	CC BY-SA 4.0	George Chernilevsky	https://commons.wikimedia.org/wiki/File:Sorbus_aucuparia_2022_G1.jpg
sk-18	ряженка	Ryazhenka16c.JPG	CC BY-SA 3.0	Off-shell	https://commons.wikimedia.org/wiki/File:Ryazhenka16c.JPG
sk-434	сазан	Carassius wild golden fish 2013 G1 (2).jpg	CC0	George Chernilevsky	https://commons.wikimedia.org/wiki/File:Carassius_wild_golden_fish_2013_G1_(2).jpg
custom-70	сало	Serving of lard in one of the restaurants in Minsk, Republic of Belarus.JPG	CC BY-SA 4.0	Horakvlado	https://commons.wikimedia.org/wiki/File:Serving_of_lard_in_one_of_the_restaurants_in_Minsk,_Republic_of_Belarus.JPG
sk-328	сардельки	Frankfurter wurst.JPG	Public domain	KVDP	https://commons.wikimedia.org/wiki/File:Frankfurter_wurst.JPG
sk-935	сахар	Sugar 1.jpg	CC BY-SA 4.0	Gaurav Dhwaj Khadka	https://commons.wikimedia.org/wiki/File:Sugar_1.jpg
2863	свекольная зелень	Beetroot(1).jpg	CC BY-SA 4.0	Kiwima	https://commons.wikimedia.org/wiki/File:Beetroot(1).jpg
sk-181	свинина	HK food ingredient red meat frozen pork chop raw butt steak October 2021 SS2 013.jpg	CC BY-SA 4.0	Presixlla MOON	https://commons.wikimedia.org/wiki/File:HK_food_ingredient_red_meat_frozen_pork_chop_raw_butt_steak_October_2021_SS2_013.jpg
sk-784	свёкла	Beetroot(1).jpg	CC BY-SA 4.0	Kiwima	https://commons.wikimedia.org/wiki/File:Beetroot(1).jpg
sk-704	сельдерей	Bloody Mary Coctail with celery stalk - Evan Swigart.jpg	CC BY 2.0	Evan Swigart from Chicago, USA	https://commons.wikimedia.org/wiki/File:Bloody_Mary_Coctail_with_celery_stalk_-_Evan_Swigart.jpg
7604	сельдь	Herring (PSF).png	Public domain	Pearson Scott Foresman	https://commons.wikimedia.org/wiki/File:Herring_(PSF).png
custom-66	семга	Grilled plated salmon fillet (cropped).jpg	CC0	DanaTentis	https://commons.wikimedia.org/wiki/File:Grilled_plated_salmon_fillet_(cropped).jpg
3804	семена аниса	Anise Seed.jpg	CC BY-SA 3.0	OttawaAC	https://commons.wikimedia.org/wiki/File:Anise_Seed.jpg
3417	семена горчицы	Senf-Variationen.jpg	CC BY-SA 3.0	Rainer Zenz	https://commons.wikimedia.org/wiki/File:Senf-Variationen.jpg
3411	семена тмина	Caraway Carum carvi H5256 VI08 C.jpg	CC BY-SA 3.0	Anneli Salo	https://commons.wikimedia.org/wiki/File:Caraway_Carum_carvi_H5256_VI08_C.jpg
3044	семена тыквы	Pumpkin Seeds macro 1.jpg	CC BY 3.0	Daniel Schwen	https://commons.wikimedia.org/wiki/File:Pumpkin_Seeds_macro_1.jpg
3413	семена укропа	Dill seed.JPG	Public domain	Miansari66	https://commons.wikimedia.org/wiki/File:Dill_seed.JPG
3042	семена чиа	Semillas de Chía.jpg	CC BY-SA 3.0	Magister Mathematicae	https://commons.wikimedia.org/wiki/File:Semillas_de_Ch%C3%ADa.jpg
sk-700	семечки подсолнечника	Sunflower with seeds 02.jpg	CC BY-SA 4.0	Kritzolina	https://commons.wikimedia.org/wiki/File:Sunflower_with_seeds_02.jpg
1902	семя льна	From flax to linseed oil..JPG	CC BY-SA 3.0	Handwerker	https://commons.wikimedia.org/wiki/File:From_flax_to_linseed_oil..JPG
custom-63	сердце говяжье	Beef heart 1.jpg	CC BY 4.0	donza	https://commons.wikimedia.org/wiki/File:Beef_heart_1.jpg
7607	скумбрия	Maquereaux etal.jpg	Public domain	Jastrow	https://commons.wikimedia.org/wiki/File:Maquereaux_etal.jpg
7853	сладкий картофель	Ipomoea batatas (Sweet Potato) Flower.jpg	CC BY-SA 3.0	Earth100	https://commons.wikimedia.org/wiki/File:Ipomoea_batatas_(Sweet_Potato)_Flower.jpg
sk-869	слива	Plum - fruit x1.jpg	CC BY-SA 3.0	Unuplusunu	https://commons.wikimedia.org/wiki/File:Plum_-_fruit_x1.jpg
sk-59	сливки	-2019-09-11 Susie Cooper Lustre cream jug (1).JPG	CC BY-SA 4.0	Kolforn ( Kolforn ) I'd appreciate if you could mail me (Kolforn@gmail.com) if you want to use this picture out of the Wikimedia project scope. This file is licensed under the Creative Commons Attribution-Share Alike 4.0 International license. You are free: to share – to copy, distribute and transmit the work to remix – to adapt the work Under the following conditions: attribution – You must give appropriate credit, provide a link to the license, and indicate if changes were made. You may do so in any reasonable manner, but not in any way that suggests the licensor endorses you or your use. share alike – If you remix, transform, or build upon the material, you must distribute your contributions under the same or compatible license as the original. https://creativecommons.org/licenses/by-sa/4.0 CC BY-SA 4.0 Creative Commons Attribution-Share Alike 4.0 true true	https://commons.wikimedia.org/wiki/File:-2019-09-11_Susie_Cooper_Lustre_cream_jug_(1).JPG
sk-73	сметана	Sour Cream.jpg	CC BY 2.0	jules	https://commons.wikimedia.org/wiki/File:Sour_Cream.jpg
sk-907	смородина белая	White currants in basket 2020 G1.jpg	Public domain	George Chernilevsky	https://commons.wikimedia.org/wiki/File:White_currants_in_basket_2020_G1.jpg
sk-908	смородина красная	Redcurrant (Ribes rubrum) fruits.jpg	CC BY-SA 4.0	Ivar Leidus	https://commons.wikimedia.org/wiki/File:Redcurrant_(Ribes_rubrum)_fruits.jpg
